ACCESSION	ORGANISM	TAXONOMY	PREVIOUS_GENE	CONTROL_REGION	NEXT_GENE
['NC_059781']	Acanthodactylus guineensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Laterata', 'Lacertibaenia', 'Lacertidae', 'Acanthodactylus']	        tRNA [15297:15362](-) ['tRNA-Pro']	D-loop [15802:16963](+) None	source [0:16963](+) None	
['NC_059694']	Diaphanosoma excisum	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Branchiopoda', 'Diplostraca', 'Cladocera', 'Ctenopoda', 'Sididae', 'Diaphanosoma']	        gene [17406:17472](+) None	tRNA [17406:17472](+) ['tRNA-Asn']	gene [17335:17400](+) None	
['NC_059873']	Atypus karschi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Chelicerata', 'Arachnida', 'Araneae', 'Mygalomorphae', 'Atypidae', 'Atypus']	        tRNA [13279:13336](-) ['tRNA-Gln']	D-loop [13336:14149](+) None	source [0:14149](+) None	
['NC_059845']	Arcynopteryx dichroa	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Polyneoptera', 'Plecoptera', 'Perloidea', 'Perlodidae', 'Perlodinae', 'Arcynopterygini', 'Arcynopteryx']	        rRNA [14210:15010](-) ['12S ribosomal RNA']	misc_feature [15010:16215](+) None	source [0:16215](+) None	
['NC_059805']	Pareuchiloglanis sichuanensis	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Sisoridae', 'Glyptosterninae', 'Pareuchiloglanis']	        tRNA [15808:15877](-) ['tRNA-Pro']	D-loop [16237:16371](+) None	source [0:16774](+) None	
['NC_059816']	Desmomyia sinensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Tabanomorpha', 'Tabanoidea', 'Rhagionidae', 'Desmomyia']	        rRNA [14054:14852](-) ['12S ribosomal RNA']	D-loop [15480:15787](+) None	source [0:16430](+) None	
['NC_059903']	Calohilara tibetensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Empidoidea', 'Empididae', 'Empidinae', 'Calohilara']	        rRNA [14122:14918](-) ['12S ribosomal RNA']	D-loop [15119:15294](+) None	source [0:15354](+) None	
['NC_060767']	Malacocottus gibber	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Cottioidei', 'Cottales', 'Psychrolutidae', 'Malacocottus']	        tRNA [15602:15669](-) ['tRNA-Pro']	D-loop [15669:17240](+) None	source [0:17240](+) None	
['NC_058600']	Vultur gryphus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Cathartidae', 'Vultur']	        gene [16734:16808](-) None	tRNA [16734:16808](-) ['tRNA-Glu']	repeat_region [1065:1202](+) None	
['NC_058580']	Puliciphora borinquenensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Platypezoidea', 'Phoridae', 'Metopinini', 'Puliciphora']	        rRNA [13910:14683](-) ['12S ribosomal RNA']	D-loop [14683:15429](+) None	source [0:15429](+) None	
['NC_058922']	Metrocoris esakii	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Gerromorpha', 'Gerroidea', 'Gerridae', 'Halobatinae', 'Metrocoris']	        rRNA [13770:14569](-) ['12S ribosomal RNA']	misc_feature [14569:15359](+) None	source [0:15359](+) None	
['NC_058599']	Rana johnsi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Neobatrachia', 'Ranoidea', 'Ranidae', 'Rana', 'Rana']	        misc_feature [14473:15610](+) None	D-loop [15616:17873](+) None	source [0:17873](+) None	
['NC_058992']	Pseudoscaphirhynchus hermanni	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Chondrostei', 'Acipenseriformes', 'Acipenseridae', 'Pseudoscaphirhynchus']	        gene [15222:16640](-) None	rRNA [15222:16640](-) ['16S ribosomal RNA']	gene [2308:2378](+) None	
['NC_058972']	Pentatoma metallifera	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Pentatomidae', 'Pentatominae', 'Pentatoma']	        rRNA [13882:14691](-) ['12S ribosomal RNA']	misc_feature [14691:15740](+) None	source [0:15740](+) None	
['NC_058964']	Brachyplatys subaeneus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Plataspidae', 'Brachyplatys']	        rRNA [13919:14771](-) ['12S ribosomal RNA']	misc_feature [14771:15688](+) None	source [0:15688](+) None	
['NC_059063']	Schlechtendalia peitan	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Sternorrhyncha', 'Aphidomorpha', 'Aphidoidea', 'Pemphigidae', 'Fordinae', 'Melaphidini', 'Schlechtendalia']	        gene [15427:15494](-) None	tRNA [15427:15494](-) ['tRNA-Tyr']	gene [13979:14043](+) None	
['NC_058975']	Sastragala esakii	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Acanthosomatidae', 'Sastragala']	        rRNA [13817:14591](-) ['12S ribosomal RNA']	misc_feature [14591:15618](+) None	source [0:15618](+) None	
['NC_058970']	Macroscytus subaeneus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Cydnidae', 'Cydninae', 'Macroscytus']	        rRNA [13836:14639](-) ['12S ribosomal RNA']	misc_feature [14639:15853](+) None	source [0:15853](+) None	
['NC_058587']	Tanypus punctipennis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Tanypus']	        rRNA [14466:15267](-) ['12S ribosomal RNA']	C_region [15267:16215](+) None	source [0:16215](+) None	
['NC_059035']	Propsilocerus akamusi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Propsilocerus']	        rRNA [14184:14982](-) ['12S ribosomal RNA']	C_region [14982:16042](+) None	source [0:16042](+) None	
['NC_058978']	Lentipes armatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Sicydiinae', 'Lentipes']	        tRNA [15584:15654](-) ['tRNA-Pro']	D-loop [15654:16497](+) None	source [0:16497](+) None	
['NC_058966']	Dalcantha dilatata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Tessaratomidae', 'Dalcantha']	        rRNA [13844:14640](-) ['12S ribosomal RNA']	misc_feature [14640:15555](+) None	source [0:15555](+) None	
['NC_058967']	Dalpada cinctipes	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Pentatomidae', 'Pentatominae', 'Dalpada']	        rRNA [13942:14740](-) ['12S ribosomal RNA']	misc_feature [14740:15542](+) None	source [0:15542](+) None	
['NC_058608']	Dodona maculosa	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Lepidoptera', 'Glossata', 'Ditrysia', 'Papilionoidea', 'Riodinidae', 'Nemeobiinae', 'Dodona']	        tRNA [14019:14085](-) ['tRNA-Val']	D-loop [14907:15486](+) None	source [0:15486](+) None	
['NC_058982']	Sicyopus zosterophorus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Sicydiinae', 'Sicyopus']	        tRNA [15582:15652](-) ['tRNA-Pro']	D-loop [15652:16471](+) None	source [0:16471](+) None	
['NC_058991']	Pseudoscaphirhynchus fedtschenkoi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Chondrostei', 'Acipenseriformes', 'Acipenseridae', 'Pseudoscaphirhynchus']	        tRNA [16486:16556](-) ['tRNA-Pro']	D-loop [16558:16608](+) None	source [0:16613](+) None	
['NC_059034']	Paratrichocladius tamaater	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Paratrichocladius']	        rRNA [14408:15183](-) ['12S ribosomal RNA']	C_region [15183:16441](+) None	source [0:16441](+) None	
['NC_058974']	Poecilocoris druraei	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Scutelleridae', 'Scutellerinae', 'Poecilocoris']	        rRNA [14342:15155](-) ['12S ribosomal RNA']	misc_feature [15155:16207](+) None	source [0:16207](+) None	
['NC_058980']	Lentipes bunagaya	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Sicydiinae', 'Lentipes']	        tRNA [15591:15661](-) ['tRNA-Pro']	D-loop [15661:16499](+) None	source [0:16499](+) None	
['NC_058979']	Lentipes kijimuna	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Sicydiinae', 'Lentipes']	        tRNA [15584:15654](-) ['tRNA-Pro']	D-loop [15654:16496](+) None	source [0:16496](+) None	
['NC_058981']	Lentipes palawanirufus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Gobiaria', 'Gobiiformes', 'Gobioidei', 'Gobiidae', 'Sicydiinae', 'Lentipes']	        tRNA [15584:15654](-) ['tRNA-Pro']	D-loop [15654:16497](+) None	source [0:16497](+) None	
['NC_059036']	Propsilocerus paradoxus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Propsilocerus']	        rRNA [14300:15110](-) ['12S ribosomal RNA']	C_region [15110:16172](+) None	source [0:16172](+) None	
['NC_059037']	Propsilocerus sinicus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Propsilocerus']	        rRNA [14319:15127](-) ['12S ribosomal RNA']	C_region [15127:16002](+) None	source [0:16002](+) None	
['NC_059070']	Propsilocerus taihuensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Nematocera', 'Chironomoidea', 'Chironomidae', 'Propsilocerus']	        rRNA [14219:15018](-) ['12S ribosomal RNA']	misc_feature [15018:16083](+) None	source [0:16083](+) None	
['NC_058963']	Aethus nigritus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Cydnidae', 'Cydninae', 'Aethus']	        rRNA [13934:14741](-) ['12S ribosomal RNA']	misc_feature [14741:15774](+) None	source [0:15774](+) None	
['NC_058968']	Glaucias dorsalis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Pentatomidae', 'Pentatominae', 'Glaucias']	        rRNA [13879:14677](-) ['12S ribosomal RNA']	misc_feature [14677:15550](+) None	source [0:15550](+) None	
['NC_058973']	Plautia lushanica	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Pentatomidae', 'Pentatominae', 'Plautia']	        rRNA [13860:14670](-) ['12S ribosomal RNA']	misc_feature [14670:15683](+) None	source [0:15683](+) None	
['NC_058976']	Urochela caudata	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Urostylididae', 'Urochela']	        rRNA [13688:14463](-) ['12S ribosomal RNA']	misc_feature [14463:15357](+) None	source [0:15357](+) None	
['NC_058977']	Urolabida histrionica	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Urostylididae', 'Urolabida']	        rRNA [13650:14427](-) ['12S ribosomal RNA']	misc_feature [14427:15194](+) None	source [0:15194](+) None	
['NC_058965']	Calacta lugubris	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Plataspidae', 'Calacta']	        rRNA [14045:14923](-) ['12S ribosomal RNA']	misc_feature [14923:15731](+) None	source [0:15731](+) None	
['NC_058969']	Hippotiscus dorsalis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Pentatomidae', 'Pentatominae', 'Hippotiscus']	        rRNA [13858:14649](-) ['12S ribosomal RNA']	misc_feature [14649:15402](+) None	source [0:15402](+) None	
['NC_058971']	Neojurtina typica	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Heteroptera', 'Panheteroptera', 'Pentatomomorpha', 'Pentatomoidea', 'Pentatomidae', 'Pentatominae', 'Neojurtina']	        rRNA [14021:14844](-) ['12S ribosomal RNA']	misc_feature [14844:15739](+) None	source [0:15739](+) None	
['NC_060603']	Lucanus prometheus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Lucanus']	        rRNA [13808:14559](-) ['12S ribosomal RNA']	misc_feature [14559:18861](-) None	source [0:18861](+) None	
['NC_060621']	Charybdis hellerii	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Portunoidea', 'Portunidae', 'Charybdis']	        gene [15848:15913](-) None	tRNA [15848:15913](-) ['tRNA-Tyr']	gene [14505:14572](+) None	
['NC_060844']	Aphaenogaster japonica	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Aculeata', 'Formicoidea', 'Formicidae', 'Myrmicinae', 'Aphaenogaster']	        rRNA [17310:17719](-) ['12S ribosomal RNA']	D-loop [17999:18370](+) None	source [0:18607](+) None	
['NC_060872']	Cataglyphis aenescens	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Aculeata', 'Formicoidea', 'Formicidae', 'Formicinae', 'Cataglyphis']	        gene [17105:17172](-) None	tRNA [17105:17172](-) ['tRNA-Tyr']	gene [15421:15491](-) None	
['NC_060873']	Formica sinae	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Aculeata', 'Formicoidea', 'Formicidae', 'Formicinae', 'Formica']	        gene [17333:17403](-) None	tRNA [17333:17403](-) ['tRNA-Tyr']	gene [15842:15911](+) None	
['NC_060505']	Drosophila malagassya	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Ephydroidea', 'Drosophilidae', 'Drosophila', 'Sophophora']	        rRNA [14153:14942](-) ['12S ribosomal RNA']	misc_feature [14942:16019](+) None	source [0:16019](+) None	
['NC_060601']	Lucanus cervus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Polyphaga', 'Scarabaeiformia', 'Lucanidae', 'Lucaninae', 'Lucanus']	        rRNA [13787:14530](-) ['12S ribosomal RNA']	misc_feature [14530:22714](-) None	source [0:22714](+) None	
['NC_060307']	Bubalus quarlesi	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bubalus']	        tRNA [15364:15430](+) ['tRNA-Thr']	D-loop [15430:16354](+) None	source [0:16354](+) None	
['NC_060736']	Scarites subterraneus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Coleoptera', 'Adephaga', 'Caraboidea', 'Carabidae', 'Scaritinae', 'Scaritini', 'Scarites']	        gene [16083:16151](+) None	tRNA [16083:16151](+) ['tRNA-Ser']	gene [10088:10442](+) None	
['NC_060993']	Narke japonica	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Elasmobranchii', 'Batoidea', 'Torpediniformes', 'Narkidae', 'Narke']	        tRNA [15705:15774](-) ['tRNA-Pro']	D-loop [16008:18348](+) None	source [0:18348](+) None	
['NC_060709']	Sebastes ciliatus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Scorpaenoidei', 'Sebastidae', 'Sebastinae', 'Sebastes']	        tRNA [15595:15665](-) ['tRNA-Pro']	D-loop [15665:16400](+) None	source [0:16400](+) None	
['NC_060710']	Sebastes melanops	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Scorpaenoidei', 'Sebastidae', 'Sebastinae', 'Sebastes']	        tRNA [15597:15667](-) ['tRNA-Pro']	D-loop [15667:16405](+) None	source [0:16405](+) None	
['NC_060506']	Drosophila seguyi	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Ephydroidea', 'Drosophilidae', 'Drosophila', 'Sophophora']	        rRNA [14153:14942](-) ['12S ribosomal RNA']	misc_feature [14942:16019](+) None	source [0:16019](+) None	
['NC_060502']	Drosophila bocqueti	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Ephydroidea', 'Drosophilidae', 'Drosophila', 'Sophophora']	        rRNA [14153:14942](-) ['12S ribosomal RNA']	misc_feature [14942:16019](+) None	source [0:16019](+) None	
['NC_060647']	Messor structor	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Aculeata', 'Formicoidea', 'Formicidae', 'Myrmicinae', 'Messor']	        gene [17402:17471](-) None	tRNA [17402:17471](-) ['tRNA-Gln']	gene [17009:17075](-) None	
['NC_060838']	Tuberolachnus salignus	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Paraneoptera', 'Hemiptera', 'Sternorrhyncha', 'Aphidomorpha', 'Aphidoidea', 'Aphididae', 'Lachninae', 'Tuberolachnus']	        gene [16789:16855](-) None	tRNA [16789:16855](-) ['tRNA-Tyr']	gene [15474:15538](+) None	
['NC_060467']	Gallinago gallinago	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Charadriiformes', 'Scolopacidae', 'Gallinago']	        tRNA [15481:15555](-) ['tRNA-Glu']	D-loop [15555:16919](+) None	source [0:16919](+) None	
['NC_060504']	Drosophila leontia	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Ephydroidea', 'Drosophilidae', 'Drosophila', 'Sophophora']	        rRNA [14153:14942](-) ['12S ribosomal RNA']	misc_feature [14942:16019](+) None	source [0:16019](+) None	
['NC_060418']	Ischnura senegalensis	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Palaeoptera', 'Odonata', 'Zygoptera', 'Coenagrionidae', 'Ischnura']	        rRNA [13977:14730](-) ['12S ribosomal RNA']	D-loop [15342:15651](+) None	source [0:15762](+) None	
['NC_060503']	Drosophila burlai	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Endopterygota', 'Diptera', 'Brachycera', 'Muscomorpha', 'Ephydroidea', 'Drosophilidae', 'Drosophila', 'Sophophora']	        rRNA [14153:14942](-) ['12S ribosomal RNA']	misc_feature [14942:16019](+) None	source [0:16019](+) None	
